iter,param,Coef,modelType,DV,SurveyLabel,qGroup
641,AdviceandorLed,-0.2973748061649985,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
642,AdviceandorLed,0.02037201888798606,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
643,AdviceandorLed,-0.03234070963970142,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
644,AdviceandorLed,-0.12123034194106734,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
645,AdviceandorLed,-0.29492793402091,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
646,AdviceandorLed,-0.3899411022427087,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
647,AdviceandorLed,-0.09616040613479908,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
648,AdviceandorLed,0.03609884652701396,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
649,AdviceandorLed,-0.08359514862829501,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
650,AdviceandorLed,0.2901542669536115,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
651,AdviceandorLed,0.2044088191534798,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
652,AdviceandorLed,0.07697125872059071,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
653,AdviceandorLed,0.04751131922898603,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
654,AdviceandorLed,-0.1899097281258748,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
655,AdviceandorLed,0.05027797152054432,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
656,AdviceandorLed,0.12323069738438427,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
657,AdviceandorLed,-0.3353103042263148,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
658,AdviceandorLed,0.16314838246629762,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
659,AdviceandorLed,0.14023783904282977,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
660,AdviceandorLed,0.02510952321177605,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
661,AdviceandorLed,0.03498986951184812,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
662,AdviceandorLed,-0.41346951599207343,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
663,AdviceandorLed,0.19752021547021353,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
664,AdviceandorLed,0.12846511195428167,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
665,AdviceandorLed,0.00422040956601586,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
666,AdviceandorLed,0.11883771694670985,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
667,AdviceandorLed,-0.7363153404617652,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
668,AdviceandorLed,-0.17203824650312607,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
669,AdviceandorLed,-0.4553950340139235,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
670,AdviceandorLed,-0.14944314917833829,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
671,AdviceandorLed,-0.5486892837981145,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
672,AdviceandorLed,-0.4542979578631786,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
673,AdviceandorLed,-0.31048740417334064,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
674,AdviceandorLed,-0.13709473189129456,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
675,AdviceandorLed,-0.36448138064760177,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
676,AdviceandorLed,0.3110542770383553,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
677,AdviceandorLed,0.1833877733648968,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
678,AdviceandorLed,0.0645444160105822,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
679,AdviceandorLed,-0.3707256177001436,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
680,AdviceandorLed,0.03446303853859753,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
681,AdviceandorLed,-0.07043578085148615,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
682,AdviceandorLed,0.01710742686541695,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
683,AdviceandorLed,-0.10498095975099685,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
684,AdviceandorLed,-0.21954247826134948,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
685,AdviceandorLed,8.514349890949083e-4,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
686,AdviceandorLed,-0.2571332523335649,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
687,AdviceandorLed,0.25971341426135963,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
688,AdviceandorLed,-0.13011773619127143,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
689,AdviceandorLed,-0.12181470210782168,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
690,AdviceandorLed,0.2571997036536637,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
691,AdviceandorLed,0.10410687906465664,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
692,AdviceandorLed,-0.5078174526398102,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
693,AdviceandorLed,0.02482727342067747,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
694,AdviceandorLed,-0.1403889220238186,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
695,AdviceandorLed,0.11958901953218624,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
696,AdviceandorLed,0.2328637622479493,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
697,AdviceandorLed,-0.00990820486194048,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
698,AdviceandorLed,-0.16653094394836834,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
699,AdviceandorLed,0.3873993745921726,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
700,AdviceandorLed,0.04036731818454404,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
701,AdviceandorLed,-0.28091275302517527,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
702,AdviceandorLed,-0.4325403385770065,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
703,AdviceandorLed,-0.14332998497644994,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
704,AdviceandorLed,0.27764022636068997,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
705,AdviceandorLed,-0.3064592077880293,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
706,AdviceandorLed,0.1954043457330474,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
707,AdviceandorLed,0.0685627237255014,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
708,AdviceandorLed,0.5091792430177695,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
709,AdviceandorLed,-0.14322238148405564,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
710,AdviceandorLed,0.2735024947325756,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
711,AdviceandorLed,0.33886894019641195,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
712,AdviceandorLed,-0.6225458239787696,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
713,AdviceandorLed,-0.4253400089302506,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
714,AdviceandorLed,0.49011407994049777,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
715,AdviceandorLed,-0.01121762648655099,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
716,AdviceandorLed,-0.39634107636440785,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
717,AdviceandorLed,0.33833982019426667,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
718,AdviceandorLed,-0.2096548444268291,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
719,AdviceandorLed,-0.24806595678906207,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
720,AdviceandorLed,0.09991814865998212,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
721,AdviceandorLed,0.08003426110622673,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
722,AdviceandorLed,-0.10830657315700856,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
723,AdviceandorLed,0.19263645341343913,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
724,AdviceandorLed,0.3997004479656044,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
725,AdviceandorLed,-0.23901587310567415,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
726,AdviceandorLed,0.00417620912042555,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
727,AdviceandorLed,-0.21972260891402096,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
728,AdviceandorLed,-0.11203797029215672,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
729,AdviceandorLed,0.05022238664011906,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
730,AdviceandorLed,0.13369704058544812,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
731,AdviceandorLed,0.11433496410902716,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
732,AdviceandorLed,0.08636892944591705,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
733,AdviceandorLed,-0.1276964075727809,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
734,AdviceandorLed,0.04725376347169725,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
735,AdviceandorLed,-0.0497223321220919,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
736,AdviceandorLed,-0.20448220665564057,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
737,AdviceandorLed,-0.20280351132527977,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
738,AdviceandorLed,-0.03792278233206461,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
739,AdviceandorLed,-0.27759539169557795,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
740,AdviceandorLed,0.19141845508022232,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
741,AdviceandorLed,-0.14061500065919347,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
742,AdviceandorLed,-0.44328770828091496,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
743,AdviceandorLed,-0.2141193197050515,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
744,AdviceandorLed,-0.372799918146028,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
745,AdviceandorLed,-0.10611552708967756,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
746,AdviceandorLed,0.08780540838774588,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
747,AdviceandorLed,-0.1199380698559708,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
748,AdviceandorLed,-0.09073819544591244,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
749,AdviceandorLed,-0.10077365706432652,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
750,AdviceandorLed,-0.21927200508347464,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
751,AdviceandorLed,0.4102929745866644,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
752,AdviceandorLed,-0.10936000866785246,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
753,AdviceandorLed,0.3873378379755388,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
754,AdviceandorLed,-0.30145639626730414,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
755,AdviceandorLed,0.17875735933982925,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
756,AdviceandorLed,0.2967050049944948,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
757,AdviceandorLed,-0.08452001703594166,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
758,AdviceandorLed,-0.04571800798827459,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
759,AdviceandorLed,-0.12841335400067844,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
760,AdviceandorLed,0.23665521653755825,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
761,AdviceandorLed,-0.3196898307657782,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
762,AdviceandorLed,-0.07290104481123558,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
763,AdviceandorLed,-0.15740103088275229,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
764,AdviceandorLed,-0.4500038237966794,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
765,AdviceandorLed,0.15145760284627166,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
766,AdviceandorLed,-0.00120138722334343,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
767,AdviceandorLed,-0.1723921457346138,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
768,AdviceandorLed,-0.1979545366727461,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
769,AdviceandorLed,0.22939269476874535,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
770,AdviceandorLed,-0.7392134444282112,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
771,AdviceandorLed,-0.11498795782338564,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
772,AdviceandorLed,-0.13000727291194294,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
773,AdviceandorLed,0.03023159154898066,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
774,AdviceandorLed,0.181884936196084,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
775,AdviceandorLed,0.1272043982118877,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
776,AdviceandorLed,0.03078349228356316,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
777,AdviceandorLed,0.1265535850214676,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
778,AdviceandorLed,0.00383319661246129,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
779,AdviceandorLed,0.2562795194035337,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
780,AdviceandorLed,-0.19815881265493349,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
781,AdviceandorLed,0.3059970563345006,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
782,AdviceandorLed,0.14957562849112058,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
783,AdviceandorLed,0.06923916250991068,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
784,AdviceandorLed,0.14829480495430045,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
785,AdviceandorLed,-0.02520431851777711,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
786,AdviceandorLed,0.01271086885057389,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
787,AdviceandorLed,0.02530615028608038,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
788,AdviceandorLed,0.28778042491691835,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
789,AdviceandorLed,0.07366280271645785,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
790,AdviceandorLed,-0.11639780920057596,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
791,AdviceandorLed,-0.06232927215334695,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
792,AdviceandorLed,-0.08351215893557562,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
793,AdviceandorLed,-0.06270276109387381,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
794,AdviceandorLed,0.1540067723325474,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
795,AdviceandorLed,0.12215142123871374,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
796,AdviceandorLed,0.3656116116211596,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
797,AdviceandorLed,-0.06245188085120767,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
798,AdviceandorLed,-0.00922462147026395,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
799,AdviceandorLed,-0.13959938530840005,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
800,AdviceandorLed,-0.05816419111210235,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
801,AdviceandorLed,0.22716456290696072,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
802,AdviceandorLed,0.22694173055952743,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
803,AdviceandorLed,-0.06935797441861098,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
804,AdviceandorLed,-0.07196895720876667,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
805,AdviceandorLed,-0.440511298466673,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
806,AdviceandorLed,-0.3490649412589708,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
807,AdviceandorLed,-0.23035957526552803,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
808,AdviceandorLed,-0.0920275876353338,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
809,AdviceandorLed,0.19144283868839157,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
810,AdviceandorLed,0.04561592447461729,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
811,AdviceandorLed,-0.22917938463615375,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
812,AdviceandorLed,-0.45862741551519215,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
813,AdviceandorLed,-0.08975666654179637,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
814,AdviceandorLed,-0.4667655687266567,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
815,AdviceandorLed,0.4660726192479771,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
816,AdviceandorLed,0.45971687688872215,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
817,AdviceandorLed,-0.01600245517547273,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
818,AdviceandorLed,0.14578124806741713,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
819,AdviceandorLed,-0.06007147662411052,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
820,AdviceandorLed,-0.2335494815718261,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
821,AdviceandorLed,-0.04672077394312281,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
822,AdviceandorLed,-0.4774537182224093,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
823,AdviceandorLed,0.2864891325369351,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
824,AdviceandorLed,0.18888739442565247,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
825,AdviceandorLed,-0.16472475705582454,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
826,AdviceandorLed,-0.24227562790256751,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
827,AdviceandorLed,-0.2658980156451408,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
828,AdviceandorLed,-0.189628458241457,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
829,AdviceandorLed,-0.18555567543709223,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
830,AdviceandorLed,-0.34224929325345416,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
831,AdviceandorLed,0.08000525589267864,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
832,AdviceandorLed,0.11215661025313951,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
833,AdviceandorLed,-0.09797777263770728,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
834,AdviceandorLed,-0.3085475459902481,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
835,AdviceandorLed,-0.5409139131153801,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
836,AdviceandorLed,1.1757344698483374,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
837,AdviceandorLed,-0.4964577608565629,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
838,AdviceandorLed,-0.755290069010913,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
839,AdviceandorLed,0.4810907921127938,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
840,AdviceandorLed,-0.5009222467599356,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
841,AdviceandorLed,0.25519459422395985,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
842,AdviceandorLed,0.5936252285612522,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
843,AdviceandorLed,0.5323706771603398,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
844,AdviceandorLed,0.5583406173962366,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
845,AdviceandorLed,-0.21803800605133872,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
846,AdviceandorLed,-0.6331768178301136,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
847,AdviceandorLed,0.07945357754778382,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
848,AdviceandorLed,0.07975814101562312,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
849,AdviceandorLed,-0.14651033282355286,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
850,AdviceandorLed,-0.2433594676216164,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
851,AdviceandorLed,0.28167578795595705,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
852,AdviceandorLed,0.05973887927626361,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
853,AdviceandorLed,0.23109712877947017,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
854,AdviceandorLed,-0.4342236799011034,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
855,AdviceandorLed,0.06813766472577829,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
856,AdviceandorLed,-0.5218705053778242,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
857,AdviceandorLed,-0.3294248726890811,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
858,AdviceandorLed,-0.01880329376137804,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
859,AdviceandorLed,0.11859382004567068,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
860,AdviceandorLed,-0.4160530364242678,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
861,AdviceandorLed,0.0876397432462767,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
862,AdviceandorLed,0.06101759278698898,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
863,AdviceandorLed,-0.09279570878328088,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
864,AdviceandorLed,-0.565438080695585,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
865,AdviceandorLed,-0.06315989783960559,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
866,AdviceandorLed,-0.05851605524805479,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
867,AdviceandorLed,0.2078094884761092,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
868,AdviceandorLed,-1.035187837641624,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
869,AdviceandorLed,0.4513471596056739,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
870,AdviceandorLed,0.23540959979599663,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
